"","word","freq"
"1378","climbing",3
"1379","clinton",39
"1380","clock",9
"1381","cloister",5
"1382","cloisters",115
"1383","close",4828
"1384","closeby",9
"1385","closed",31
"1386","closely",3
"1387","closeness",3
"1388","closer",13
"1389","closest",43
"1390","closet",637
"1391","closets",110
"1392","closing",4
"1393","clothes",52
"1394","clothing",22
"1395","cloths",2
"1396","cloud",4
"1397","clouds",3
"1398","cloysters",3
"1399","club",99
"1400","clubs",191
"1401","cluny",3
"1402","clutter",10
"1403","cluttered",4
"1404","clutterfree",3
"1405","cmon",2
"1406","coach",5
"1407","coast",8
"1408","coat",7
"1409","cobble",5
"1410","cobbled",3
"1411","cobblestone",23
"1412","cobblestoned",3
"1413","cocina",11
"1414","cocktail",21
"1415","cocktails",14
"1416","code",14
"1417","coed",2
"1418","coffee",664
"1419","coffeemaker",15
"1420","coffees",2
"1421","coffeeshops",7
"1422","coffeetea",12
"1423","cohost",6
"1424","cohosts",3
"1425","coin",6
"1426","cold",15
"1427","colder",4
"1428","colleagues",2
"1429","collected",7
"1430","collection",41
"1431","college",187
"1432","colleges",7
"1433","colombe",5
"1434","colombia",4
"1435","colonial",2
"1436","color",14
"1437","colored",2
"1438","colorful",60
"1439","colors",7
"1440","columbia",819
"1441","columbiabarnard",4
"1442","columbian",2
"1443","columbianyu",2
"1444","columbias",6
"1445","columbus",410
"1446","columbuscircleupperwestside",3
"1447","com",7
"1448","combination",12
"1449","combined",14
"1450","combines",8
"1451","combo",13
"1452","come",517
"1453","comedy",63
"1454","comercios",2
"1455","comes",205
"1456","comfiest",3
"1457","comfort",188
"1458","comfortable",1795
"1459","comfortablefullyfurnished",2
"1460","comfortably",506
"1461","comforter",14
"1462","comforters",4
"1463","comforting",6
"1464","comfortone",2
"1465","comforts",64
"1466","comfy",822
"1467","comic",4
"1468","comidas",2
"1469","coming",93
"1470","commands",3
"1471","commerce",3
"1472","commerces",2
"1473","commercial",13
"1474","commitment",2
"1475","commodious",3
"1476","commodities",4
"1477","common",215
"1478","communal",48
"1479","communicate",4
"1480","communicated",4
"1481","communicates",2
"1482","communication",5
"1483","community",97
"1484","community…",2
"1485","commute",128
"1486","commuters",2
"1487","commutes",2
"1488","commuting",13
"1489","como",3
"1490","comodidades",2
"1491","comodità",2
"1492","cómodo",2
"1493","compact",14
"1494","companions",2
"1495","company",60
"1496","compared",8
"1497","compares",3
"1498","complaints",2
"1499","complement",2
"1500","complementary",7
"1501","completa",2
"1502","complete",148
"1503","completed",7
"1504","completely",120
"1505","completo",2
"1506","complex",21
"1507","compliance",2
"1508","compliant",2
"1509","complimentary",39
"1510","complimented",3
"1511","comply",8
"1512","composed",2
"1513","comprises",3
"1514","comprising",2
"1515","compromise",2
"1516","compromising",2
"1517","computer",39
"1518","computers",3
"1519","con",23
"1520","conceivable",2
"1521","concept",12
"1522","concerns",3
"1523","concert",8
"1524","concerts",4
"1525","concierge",68
"1526","concourse",3
"1527","concrete",15
"1528","cond",4
"1529","condition",38
"1530","conditioned",15
"1531","conditioner",72
"1532","conditionerheat",3
"1533","conditionerheater",2
"1534","conditioners",7
"1535","conditioning",130
"1536","condo",130
"1537","condominium",20
"1538","condos",2
"1539","coney",5
"1540","conference",5
"1541","confi",2
"1542","confidence",2
"1543","configuration",3
"1544","confirm",12
"1545","confirmed",12
"1546","confort",4
"1547","confortable",22
"1548","connect",13
"1549","connected",53
"1550","connecting",6
"1551","connection",19
"1552","connections",13
"1553","connectivity",3
"1554","connects",26
"1555","conner",2
"1556","connexion",2
"1557","connivence",2
"1558","cons",9
"1559","conscious",5
"1560","conservatory",12
"1561","consider",21
"1562","considerate",7
"1563","considered",24
"1564","considering",7
"1565","consistent",3
"1566","consists",11
"1567","constant",4
"1568","constantly",7
"1569","constructed",7
"1570","construction",12
"1571","consultant",2
"1572","contact",128
"1573","contacter",3
"1574","contacting",12
"1575","contagious",2
"1576","contain",3
"1577","contained",2
"1578","containing",4
"1579","contains",21
"1580","contemporary",86
"1581","content",2
"1582","contents",17
"1583","continental",8
"1584","continue",2
"1585","control",17
"1586","controlled",9
"1587","controllers",2
"1588","conv",2
"1589","convection",4
"1590","convenience",174
"1591","conveniences",21
"1592","convenient",793
"1593","conveniently",518
"1594","convenientlylocated",2
"1595","convent",13
"1596","convention",8
"1597","conversation",12
"1598","conversations",2
"1599","convert",4
"1600","converted",52
"1601","converter",2
"1602","convertible",45
"1603","converts",28
"1604","convinient",6
"1605","coogans",4
"1606","cook",86
"1607","cooker",2
"1608","cookhouse",2
"1609","cookie",2
"1610","cookies",7
"1611","cooking",100
"1612","cooks",7
"1613","cookshop",3
"1614","cooktop",3
"1615","cookware",41
"1616","cookwaredining",3
"1617","cool",397
"1618","cooler",12
"1619","coolest",83
"1620","cooling",4
"1621","coop",9
"1622","cooper",19
"1623","coppie",2
"1624","copy",2
"1625","core",4
"1626","cornelia",2
"1627","cornell",3
"1628","corner",665
"1629","corners",11
"1630","corporate",11
"1631","corridor",2
"1632","cortelyou",2
"1633","cosiness",5
"1634","cosmopolitan",5
"1635","cost",36
"1636","costco",19
"1637","costs",3
"1638","cosy",126
"1639","cot",8
"1640","cottage",5
"1641","cotton",22
"1642","couch",697
"1643","couchbed",3
"1644","couches",58
"1645","couchliving",2
"1646","couchtubshower",2
"1647","couldnt",27
"1648","count",11
"1649","counter",36
"1650","counters",21
"1651","countertop",6
"1652","countertops",39
"1653","counting",2
"1654","countless",66
"1655","countries",6
"1656","country",14
"1657","county",2
"1658","couple",470
"1659","coupled",5
"1660","couples",2253
"1661","couplesfamily",4
"1662","couplessolo",2
"1663","course",39
"1664","court",34
"1665","courteous",5
"1666","courtesy",5
"1667","courts",25
"1668","courtyard",133
"1669","cove",7
"1670","cover",11
"1671","coverage",2
"1672","covered",14
"1673","covering",2
"1674","coverings",2
"1675","covers",4
"1676","coveted",31
"1677","covo",3
"1678","cozi",2
"1679","coziest",4
"1680","coziness",403
"1681","cozinha",3
"1682","cozy",1924
"1683","cozycomfy",2
"1684","cpw",4
"1685","craft",9
"1686","crafted",4
"1687","craftsman",2
"1688","cramped",8
"1689","crash",40
"1690","crashing",2
"1691","craving",5
"1692","craziness",8
"1693","crazy",16
"1694","cream",29
"1695","create",22
"1696","created",7
"1697","creates",7
"1698","creating",8
"1699","creative",41
"1700","creatively",2
"1701","creatives",8
"1702","creativity",5
"1703","creators",5
"1704","creature",7
"1705","credit",12
"1706","crepes",2
"1707","crew",5
"1708","crib",47
"1709","cribs",2
"1710","crif",3
"1711","crisp",9
"1712","croissants",2
"1713","cronut",3
"1714","crosby",2
"1715","cross",32
"1716","crosses",2
"1717","crossing",4
"1718","crossroads",15
"1719","crosstown",57
"1720","crowd",4
"1721","crowded",4
"1722","crowds",12
"1723","crown",18
"1724","cruise",5
"1725","cruises",3
"1726","crunch",2
"1727","crystal",6
"1728","családok",2
"1729","ctown",4
"1730","ctr",11
"1731","ctrain",2
"1732","ctrl",3
"1733","cuadra",4
"1734","cuadras",5
"1735","cualquier",2
"1736","cuartos",2
"1737","cuban",7
"1738","cubano",10
"1739","cube",2
"1740","cuddly",4
"1741","cuisine",38
"1742","cuisines",17
"1743","cul",3
"1744","cultural",76
"1745","culturally",16
"1746","culture",138
"1747","cultured",6
"1748","cultures",9
"1749","culturestoresrestaurntssubway",2
"1750","cumc",4
"1751","cuny",7
"1752","cup",42
"1753","cupboard",3
"1754","cupboards",2
"1755","cupcakes",2
"1756","cups",2
"1757","curated",11
"1758","curfew",2
"1759","curiosity",3
"1760","curious",2
"1761","curling",2
"1762","current",16
"1763","currently",57
"1764","curry",3
"1765","curtain",19
"1766","curtained",5
"1767","curtains",46
"1768","curve",3
"1769","curved",3
"1770","cushion",3
"1771","cusp",17
"1772","custom",45
"1773","customize",2
"1774","customized",2
"1775","custommade",2
"1776","cut",5
"1777","cute",281
"1778","cutest",11
"1779","cutlery",3
"1780","cutter",2
"1781","cutting",2
"1782","cvs",20
"1783","cycle",11
"1784","dab",2
"1785","daffaires",4
"1786","daily",74
"1787","dakota",10
"1788","dallas",3
"1789","dalsace",5
"1790","damage",2
"1791","damages",2
"1792","damore",5
"1793","dance",8
"1794","dancer",2
"1795","dancing",9
"1796","danish",2
"1797","danny",2
"1798","dans",12
"1799","dare",2
"1800","dario",2
"1801","dark",24
"1802","darkening",2
"1803","darker",2
"1804","darling",10
"1805","dart",2
"1806","das",2
"1807","data",2
"1808","date",20
"1809","dated",3
"1810","dates",95
"1811","daughter",8
"1812","daughters",23
"1813","david",4
"1814","day",538
"1815","daybed",26
"1816","daylight",22
"1817","daynight",2
"1818","days",137
"1819","daysnights",7
"1820","daytime",10
"1821","dazzling",3
"1822","dbl",2
"1823","dead",7
"1824","deal",53
"1825","dealing",3
"1826","deals",3
"1827","dean",5
"1828","dear",15
"1829","death",17
"1830","debido",4
"1831","dec",43
"1832","decade",2
"1833","decadent",3
"1834","december",35
"1835","decent",27
"1836","decently",4
"1837","decide",11
"1838","decided",9
"1839","deciding",3
"1840","deck",264
"1841","decked",4
"1842","decks",10
"1843","decline",2
"1844","declined",3
"1845","deco",18
"1846","decompress",3
"1847","decor",136
"1848","décor",11
"1849","decorate",2
"1850","decorated",316
"1851","decorating",3
"1852","decoration",14
"1853","decorations",12
"1854","decorative",29
"1855","decorators",2
"1856","decors",2
"1857","dedicated",11
"1858","deep",16
"1859","def",5
"1860","definite",2
"1861","definitely",27
"1862","degree",32
"1863","degrees",2
"1864","del",31
"1865","delancey",24
"1866","delanceyessex",11
"1867","delancy",2
"1868","deli",81
"1869","delicatessen",38
"1870","delicious",64
"1871","deliciously",2
"1872","delight",4
"1873","delightful",9
"1874","delights",3
"1875","delis",57
"1876","deliver",4
"1877","delivered",2
"1878","delivers",4
"1879","delivery",16
"1880","dellanima",2
"1881","deluca",4
"1882","deluxe",20
"1883","demand",6
"1884","den",18
"1885","dense",2
"1886","denver",2
"1887","departamento",2
"1888","department",8
"1889","departure",7
"1890","depending",34
"1891","depends",8
"1892","deposit",29
"1893","deposite",3
"1894","der",4
"1895","des",9
"1896","describe",8
"1897","described",5
"1898","description",41
"1899","desde",2
"1900","design",112
"1901","designed",140
"1902","designer",159
"1903","designer’s",3
"1904","designerdecorated",4
"1905","designerfurnished",2
"1906","designers",21
"1907","designoriented",2
"1908","designs",4
"1909","desirable",79
"1910","desire",15
"1911","desired",25
"1912","desk",375
"1913","deskchair",5
"1914","desks",17
"1915","desktop",6
"1916","deskworkspace",4
"1917","despite",6
"1918","dessert",2
"1919","destination",45
"1920","destinations",50
"1921","detail",29
"1922","detailed",7
"1923","detailing",3
"1924","details",118
"1925","detector",2
"1926","detectors",2
"1927","detergent",2
"1928","deux",3
"1929","development",11
"1930","device",2
"1931","devine",2
"1932","diana",2
"1933","dicaprio",2
"1934","didnt",2
"1935","die",6
"1936","diem",2
"1937","difference",2
"1938","different",143
"1939","difficult",4
"1940","difficulty",2
"1941","digital",10
"1942","digs",2
"1943","dim",5
"1944","dimensions",2
"1945","dimes",21
"1946","dimmers",2
"1947","dine",14
"1948","dinein",3
"1949","diner",17
"1950","diners",7
"1951","dinging",2
"1952","dining",670
"1953","diningliving",4
"1954","diningroom",3
"1955","dinner",42
"1956","dinners",5
"1957","dinnerware",3
"1958","dinning",52
"1959","dinosaur",4
"1960","diplomats",3
"1961","dirección",2
"1962","direct",76
"1963","direction",35
"1964","directions",21
"1965","directly",144
"1966","director",2
"1967","directv",2
"1968","disagners",2
"1969","disappointed",12
"1970","discerning",6
"1971","disconnect",3
"1972","discount",54
"1973","discounted",12
"1974","discounts",18
"1975","discover",36
"1976","discovered",2
"1977","discovering",3
"1978","discovery",2
"1979","discreet",3
"1980","discrete",3
"1981","discuss",12
"1982","discussed",4
"1983","dish",21
"1984","dishes",38
"1985","dishwasher",375
"1986","dispenser",2
"1987","display",2
"1988","displayed",5
"1989","disposal",7
"1990","disposition",2
"1991","dist",7
"1992","distance",1814
"1993","distanced",2
"1994","distant",8
"1995","distinction",2
"1996","distinctive",3
"1997","distinguished",2
"1998","distric",2
"1999","district",911
"2000","districts",17
"2001","districttimes",2
"2002","ditmars",2
"2003","ditmas",3
"2004","dive",6
"2005","diverse",93
"2006","diversity",16
"2007","divided",13
"2008","divider",11
"2009","dividers",3
"2010","divides",2
"2011","dividing",3
"2012","divine",32
"2013","division",4
"2014","dock",7
"2015","docking",2
"2016","docks",5
"2017","doctors",2
"2018","doers",2
"2019","doesnt",35
"2020","dog",101
"2021","dogfriendly",2
"2022","dogs",49
"2023","dollar",14
"2024","dollars",6
"2025","dominican",13
"2026","dominique",11
"2027","dominos",4
"2028","don’t",10
"2029","donalds",3
"2030","done",22
"2031","dont",188
"2032","donut",2
"2033","donuts",31
"2034","door",524
"2035","doorman",1002
"2036","doormanconcierge",7
"2037","doormanelevator",22
"2038","doormanelevatorlaundry",2
"2039","doormansecurity",2
"2040","doormen",36
"2041","doors",75
"2042","doorstep",86
"2043","doorsteps",2
"2044","doortodoor",2
"2045","doorway",2
"2046","dorm",4
"2047","dormitories",3
"2048","dormitory",2
"2049","dos",7
"2050","dose",2
"2051","double",280
"2052","doublefull",2
"2053","doubles",8
"2054","doubt",3
"2055","doughnut",6
"2056","douglas",6
"2057","douglass",10
"2058","downstair",3
"2059","downstairs",142
"2060","downtown",853
"2061","downtownmidtown",2
"2062","downtowns",11
"2063","downtowntech",3
"2064","downward",2
"2065","dozen",7
"2066","dozens",46
"2067","draft",5
"2068","drama",2
"2069","dramafree",2
"2070","dramatic",10
"2071","draw",4
"2072","drawer",20
"2073","drawers",48
"2074","draws",2
"2075","dream",70
"2076","dreamed",5
"2077","dreamers",2
"2078","dreams",6
"2079","dreamy",13
"2080","drenched",35
"2081","dress",2
"2082","dresser",178
"2083","dressers",13
"2084","dressing",11
"2085","drier",12
"2086","drink",50
"2087","drinking",18
"2088","drinks",23
"2089","drive",40
"2090","drivers",2
"2091","driving",6
"2092","drop",34
"2093","dropoff",5
"2094","drug",20
"2095","drugfree",3
"2096","drugs",5
"2097","drugstore",8
"2098","drugstores",6
"2099","drums",3
"2100","dry",26
"2101","drycleaning",3
"2102","dryer",348
"2103","dryers",3
"2104","drying",6
"2105","dsw",2
"2106","dual",2
"2107","duane",55
"2108","duas",3
"2109","dubbed",2
"2110","duck",5
"2111","dudes",4
"2112","dudleys",25
"2113","due",49
"2114","duet",2
"2115","duke",3
"2116","dulce",4
"2117","dumbo",9
"2118","dumpling",10
"2119","dumplings",2
"2120","dunbar",2
"2121","dunkin",29
"2122","duo",2
"2123","duplex",329
"2124","duplexloft",3
"2125","duration",16
"2126","dust",2
"2127","dustin",2
"2128","dutch",10
"2129","duvet",2
"2130","dvd",26
"2131","dvds",2
"2132","dvr",10
"2133","dwell",5
"2134","dwelling",8
"2135","dwntwn",2
"2136","dwr",2
"2137","dyckman",15
"2138","dyer",2
"2139","dylan",7
"2140","dylans",5
"2141","dynamic",13
"2142","eager",4
"2143","eames",3
"2144","earlier",5
"2145","earliest",2
"2146","earls",4
"2147","early",38
"2148","earplugs",2
"2149","earth",8
"2150","earthy",2
"2151","ease",27
"2152","easier",3
"2153","easiest",3
"2154","easily",245
"2155","east",3937
"2156","eastern",8
"2157","eastfacing",5
"2158","eastside",23
"2159","eastsidechinatown",2
"2160","eastvillage",6
"2161","eastwest",9
"2162","easy",1253
"2163","easyaccess",2
"2164","easygoing",14
"2165","easys",2
"2166","eat",150
"2167","eataly",39
"2168","eateries",51
"2169","eatery",15
"2170","eatin",63
"2171","eating",48
"2172","eatinkitchen",4
"2173","eats",23
"2174","eccentric",2
"2175","echo",5
"2176","echoetc",3
"2177","eclectic",75
"2178","eclectically",2
"2179","eco",2
"2180","economical",3
"2181","economy",7
"2182","ect",5
"2183","eden",3
"2184","edge",43
"2185","edgy",5
"2186","edificio",2
"2187","edison",2
"2188","edith",3
"2189","educated",2
"2190","effective",2
"2191","effectively",2
"2192","efficiency",7
"2193","efficient",19
"2194","efficiently",2
"2195","effort",4
"2196","effortless",2
"2197","egg",4
"2198","eggs",3
"2199","egyptian",8
"2200","eight",9
"2201","eik",2
"2202","either",54
"2203","elderly",3
"2204","elec",2
"2205","electric",40
"2206","electrical",6
"2207","electricity",26
"2208","electronic",5
"2209","elegance",10
"2210","elegant",138
"2211","elegantly",7
"2212","element",3
"2213","elements",5
"2214","elephant",2
"2215","elevador",2
"2216","elevate",3
"2217","elevated",15
"2218","elevator",1158
"2219","elevatordoor",2
"2220","elevatordoorman",14
"2221","elevatorlaundry",2
"2222","elevatorlift",2
"2223","elevatorno",3
"2224","elevators",40
"2225","eleven",7
"2226","elhelyezkedés",2
"2227","elite",4
"2228","elizabeth",14
"2229","ellington",5
"2230","elliptical",3
"2231","ellis",2
"2232","elm",12
"2233","else",87
"2234","elsewhere",9
"2235","email",46
"2236","embassy",3
"2237","embodies",4
"2238","emergency",5
"2239","emerging",5
"2240","emiatt",2
"2241","emp",2
"2242","empanada",7
"2243","empire",711
"2244","employees",12
"2245","empty",40
"2246","enabled",2
"2247","encantar",9
"2248","enchanting",3
"2249","enclave",4
"2250","enclosed",11
"2251","end",171
"2252","endless",67
"2253","ends",16
"2254","energetic",9
"2255","energy",75
"2256","engine",5
"2257","english",18
"2258","enhance",2
"2259","enjoy",1367
"2260","enjoyable",22
"2261","enjoyed",10
"2262","enjoying",54
"2263","enjoyment",16
"2264","enjoys",6
"2265","enormous",42
"2266","enough",88
"2267","enquire",2
"2268","enrich",2
"2269","ensconced",3
"2270","ensuite",52
"2271","ensure",24
"2272","ensures",3
"2273","ensuring",2
"2274","enter",29
"2275","entering",2
"2276","enters",4
"2277","entertain",17
"2278","entertained",4
"2279","entertaining",13
"2280","entertainment",178
"2281","entertainments",2
"2282","enthusiast",2
"2283","enthusiasts",5
"2284","enticing",2
"2285","entire",401
"2286","entirely",26
"2287","entrance",276
"2288","entrancebackyardjacuzzibathroom",2
"2289","entranceexit",12
"2290","entrances",11
"2291","entre",2
"2292","entrepreneurs",12
"2293","entry",45
"2294","entryway",2
"2295","enveloped",4
"2296","environment",75
"2297","environments",2
"2298","epic",4
"2299","epicenter",26
"2300","epicentre",2
"2301","equal",3
"2302","equally",5
"2303","equidistant",4
"2304","equinox",20
"2305","equip",9
"2306","equiped",14
"2307","equipment",25
"2308","equipped",693
"2309","era",3
"2310","ermine",3
"2311","erre",2
"2312","escape",116
"2313","escapes",3
"2314","escaping",3
"2315","esp",2
"2316","espacio",9
"2317","espaço",8
"2318","espanol",2
"2319","español",13
"2320","especially",43
"2321","espejo",2
"2322","esperanto",10
"2323","esplanade",6
"2324","espresso",49
"2325","esquina",19
"2326","essabagel",3
"2327","essence",2
"2328","essential",8
"2329","essentially",2
"2330","essentials",60
"2331","essex",43
"2332","essexdelancey",13
"2333","est",27
"2334","esta",3
"2335","está",2
"2336","establishments",6
"2337","estar",2
"2338","estate",7
"2339","este",3
"2340","esteemed",2
"2341","estudio",2
"2342","etc",528
"2343","ethan",2
"2344","ethiopian",5
"2345","ethnic",16
"2346","ethnically",3
"2347","europe",9
"2348","european",29
"2349","europeans",2
"2350","europeanstyle",3
"2351","eve",14
"2352","even",150
"2353","evening",29
"2354","evenings",8
"2355","event",23
"2356","events",37
"2357","ever",72
"2358","every",418
"2359","everybody",10
"2360","everybodys",2
"2361","everyday",15
"2362","everyone",65
"2363","everyones",4
"2364","everything",1161
"2365","everythingbut",2
"2366","everythingcouple",2
"2367","everythings",2
"2368","everywhere",130
"2369","evillage",3
"2370","evs",3
"2371","ewr",2
"2372","exact",9
"2373","exactly",19
"2374","excelente",5
"2375","excellent",245
"2376","excellently",3
"2377","except",10
"2378","exception",3
"2379","exceptional",21
"2380","exceptionally",20
"2381","exceptions",8
"2382","exchange",44
"2383","excited",21
"2384","excitement",43
"2385","exciting",109
"2386","exclusive",68
"2387","exclusively",2
"2388","excursion",3
"2389","excursions",3
"2390","executive",7
"2391","exempts",2
"2392","exercise",12
"2393","existed",4
"2394","exit",11
"2395","exiting",3
"2396","exotic",5
"2397","exp",4
"2398","expansive",14
"2399","expe",5
"2400","expect",43
"2401","expectations",2
"2402","expected",4
"2403","expecting",2
"2404","expense",9
"2405","expenses",3
"2406","expensive",27
"2407","experience",622
"2408","experienced",20
"2409","experiences",13
"2410","experiencing",14
"2411","expertly",4
"2412","explain",2
"2413","exploding",2
"2414","exploration",11
"2415","explorations",3
"2416","explore",308
"2417","explorer",6
"2418","explorers",8
"2419","exploring",148
"2420","expose",2
"2421","exposed",523
"2422","exposedbrick",10
"2423","exposes",3
"2424","exposure",49
"2425","exposures",12
"2426","express",786
"2427","expression",2
"2428","expresso",2
"2429","expressways",3
"2430","exquisite",15
"2431","exquisitely",8
"2432","extended",30
"2433","extensive",9
"2434","exterior",2
"2435","exteriores",3
"2436","extinguisher",2
"2437","extra",247
"2438","extralarge",2
"2439","extraordinarily",3
"2440","extraordinary",13
"2441","extras",3
"2442","extreme",9
"2443","extremely",208
"2444","exudes",3
"2445","eye",7
"2446","eyes",6
"2447","fab",11
"2448","fabled",2
"2449","fabric",2
"2450","fabulous",108
"2451","fabulously",3
"2452","facade",2
"2453","face",32
"2454","faced",2
"2455","faces",102
"2456","facilities",24
"2457","facility",16
"2458","fácilmente",2
"2459","facing",249
"2460","fact",9
"2461","factory",10
"2462","fagan",2
"2463","fair",7
"2464","fairly",5
"2465","fairway",58
"2466","fairy",3
"2467","falafel",6
"2468","fall",43
"2469","famed",22
"2470","familias",2
"2471","families",740
"2472","familles",3
"2473","family",390
"2474","familyfriendly",12
"2475","familyfriends",3
"2476","familygroup",2
"2477","familyoriented",3
"2478","familys",11
"2479","famous",400
"2480","famously",3
"2481","fan",28
"2482","fancy",31
"2483","fancythe",2
"2484","fans",19
"2485","fantastic",229
"2486","far",68
"2487","farafina",3
"2488","fare",4
"2489","farm",8
"2490","farmacias",3
"2491","farmers",45
"2492","farther",4
"2493","fascinating",3
"2494","fashion",53
"2495","fashionable",23
"2496","fast",162
"2497","fastest",8
"2498","fat",23
"2499","father",4
"2500","fathers",4
"2501","faux",5
"2502","fav",2
"2503","favorite",54
"2504","favorites",15
"2505","fax",2
"2506","fbd",2
"2507","fbdjmz",2
"2508","fdr",20
"2509","feast",4
"2510","feather",4
"2511","feathers",2
"2512","feature",21
"2513","featured",17
"2514","features",453
"2515","featuring",75
"2516","feb",15
"2517","february",23
"2518","fed",3
"2519","federal",7
"2520","fedex",2
"2521","fee",56
"2522","feed",8
"2523","feedback",3
"2524","feeds",2
"2525","feel",555
"2526","feeling",147
"2527","feels",62
"2528","fees",12
"2529","feet",212
"2530","felice",2
"2531","feline",2
"2532","fell",4
"2533","felling",2
"2534","fellow",6
"2535","felt",2
"2536","female",150
"2537","females",48
"2538","feminine",2
"2539","feng",7
"2540","ferries",13
"2541","ferry",45
"2542","festival",2
"2543","festivities",5
"2544","fiance",3
"2545","fidi",31
"2546","field",7
"2547","fields",17
"2548","fifteen",6
"2549","fifth",155
"2550","figure",2
"2551","figured",4
"2552","fill",13
"2553","filled",214
"2554","fills",8
"2555","film",18
"2556","filmed",4
"2557","filming",4
"2558","filmmakers",2
"2559","films",3
"2560","filter",8
"2561","filtered",6
"2562","filters",4
"2563","final",3
"2564","finally",5
"2565","finance",8
"2566","financial",217
"2567","find",305
"2568","finds",3
"2569","fine",75
"2570","finest",56
"2571","finger",4
"2572","fingertips",46
"2573","finish",8
"2574","finished",19
"2575","finishes",74
"2576","finishing",3
"2577","finishings",6
"2578","fios",23
"2579","fire",81
"2580","fireescape",2
"2581","firepit",2
"2582","fireplace",154
"2583","fireplaces",26
"2584","firescape",3
"2585","fireworks",4
"2586","firm",13
"2587","first",315
"2588","firstfloor",4
"2589","firsttime",2
"2590","fisafe",2
"2591","fish",6
"2592","fit",153
"2593","fitness",74
"2594","fits",290
"2595","fitted",8
"2596","fitting",3
"2597","fittings",3
"2598","five",141
"2599","fiveminute",4
"2600","fivestar",2
"2601","fivestory",2
"2602","fix",2
"2603","fixed",2
"2604","fixtures",23
"2605","fjm",2
"2606","fjmz",11
"2607","flagship",8
"2608","flair",8
"2609","flare",2
"2610","flash",2
"2611","flat",377
"2612","flatiron",219
"2613","flatironchelsea",3
"2614","flatirongramercy",3
"2615","flatironmadison",2
"2616","flatironmurray",2
"2617","flatironunion",2
"2618","flatmate",2
"2619","flatscreen",79
"2620","flatware",5
"2621","flavor",8
"2622","flavors",2
"2623","flawless",2
"2624","flea",6
"2625","flex",26
"2626","flexed",3
"2627","flexibility",2
"2628","flexible",81
"2629","flight",80
"2630","flights",81
"2631","floating",4
"2632","floats",2
"2633","flock",2
"2634","flood",8
"2635","flooded",22
"2636","flooding",3
"2637","floods",3
"2638","floor",2501
"2639","floorboards",2
"2640","floorceiling",2
"2641","floored",3
"2642","floorhuge",3
"2643","flooring",33
"2644","floorno",4
"2645","floorplan",3
"2646","floors",671
"2647","floorthrough",18
"2648","floortoceiling",21
"2649","floorwalk",2
"2650","floridita",6
"2651","flow",8
"2652","flower",8
"2653","flowers",14
"2654","flowing",3
"2655","flr",16
"2656","fluent",5
"2657","fluffy",8
"2658","flushing",3
"2659","fly",2
"2660","flying",3
"2661","fmbd",3
"2662","fmbdrqn",2
"2663","fmj",7
"2664","fmjz",34
"2665","fnqr",4
"2666","fnr",2
"2667","foam",123
"2668","fob",5
"2669","focus",2
"2670","fog",2
"2671","fold",46
"2672","foldable",6
"2673","folddown",8
"2674","folded",2
"2675","folding",4
"2676","foldout",19
"2677","folds",18
"2678","folk",5
"2679","folks",14
"2680","following",13
"2681","fongs",7
"2682","food",464
"2683","foodie",12
"2684","foodies",7
"2685","foodrestaurants",3
"2686","foods",223
"2687","foodtown",5
"2688","foor",2
"2689","foosball",2
"2690","foot",232
"2691","footsteps",32
"2692","ford",2
"2693","fordham",4
"2694","foreman",3
"2695","forest",4
"2696","forever",3
"2697","forget",21
"2698","forgot",2
"2699","forgtmenot",8
"2700","form",14
"2701","formal",9
"2702","former",13
"2703","forms",10
"2704","fort",117
"2705","forth",3
"2706","fortune",6
"2707","forward",55
"2708","found",45
"2709","foundation",8
"2710","founder",4
"2711","founding",8
"2712","foundry",3
"2713","fountain",5
"2714","four",192
"2715","fourstory",3
"2716","fourth",22
"2717","fouton",2
"2718","fox",3
"2719","foyer",22
"2720","foyerliving",2
"2721","fraction",6
"2722","fragrance",2
"2723","frame",13
"2724","framed",4
"2725","frames",2
"2726","francais",4
"2727","français",10
"2728","française",3
"2729","france",3
"2730","francisco",2
"2731","frank",2
"2732","franklin",6
"2733","frederick",14
"2734","free",565
"2735","freedom",110
"2736","freemans",2
"2737","freestanding",3
"2738","freezer",5
"2739","freight",2
"2740","french",83
"2741","frenchitalian",2
"2742","frente",2
"2743","frequency",12
"2744","frequent",13
"2745","frequented",2
"2746","frequently",10
"2747","fresco",6
"2748","fresh",168
"2749","freshly",41
"2750","fri",5
"2751","frick",18
"2752","friday",16
"2753","fridge",158
"2754","fridgefreezer",2
"2755","fridgemicrowave",3
"2756","friend",32
"2757","friendly",561
"2758","friends",410
"2759","frig",2
"2760","frills",8
"2761","frisco",3
"2762","frm",2
"2763","fromto",2
"2764","front",230
"2765","frother",3
"2766","frourl",3
"2767","fruit",4
"2768","fruits",4
"2769","frying",2
"2770","ftm",2
"2771","ftrain",6
"2772","ftxft",3
"2773","fulfill",6
"2774","full",2892
"2775","fullamenity",5
"2776","fullbath",2
"2777","fullest",11
"2778","fullfloor",13
"2779","fullfurnished",2
"2780","fulllength",3
"2781","fullservice",12
"2782","fullserviced",2
"2783","fullsize",97
"2784","fullsized",77
"2785","fulltime",20
"2786","fully",1352
"2787","fullyequipped",45
"2788","fullyfurnished",22
"2789","fullyrenovated",4
"2790","fullystocked",13
"2791","fulton",36
"2792","fumo",2
